Time [s],Phase,Hip Joint Angle (R),Knee Joint Angle (R),Ankle Joint Angle (R),Hip Joint Angle (L),Knee Joint Angle (L),Ankle Joint Angle (L)
14.42,NO PERSON,0,0,0,0,0,0
14.44,NO PERSON,0,0,0,0,0,0
14.46,NO PERSON,0,0,0,0,0,0
14.47,NO PERSON,0,0,0,0,0,0
14.49,NO PERSON,0,0,0,0,0,0
14.51,NO PERSON,0,0,0,0,0,0
14.52,NO PERSON,0,0,0,0,0,0
14.54,NO PERSON,0,0,0,0,0,0
14.56,NO PERSON,0,0,0,0,0,0
14.57,NO PERSON,0,0,0,0,0,0
14.59,NO PERSON,0,0,0,0,0,0
14.61,NO PERSON,0,0,0,0,0,0
14.62,NO PERSON,0,0,0,0,0,0
14.64,NO PERSON,0,0,0,0,0,0
14.66,NO PERSON,0,0,0,0,0,0
14.68,NO PERSON,0,0,0,0,0,0
14.69,NO PERSON,0,0,0,0,0,0
14.71,NO PERSON,0,0,0,0,0,0
14.73,NO PERSON,0,0,0,0,0,0
14.74,NO PERSON,0,0,0,0,0,0
14.76,NO PERSON,0,0,0,0,0,0
